site.id,study.id,citations.title,site.sitename,site.state,site.country,lat_dec,long_dec
243,10944,Succession of ephemeral secondary forests and their limited role for the conservation of floristic diversity in a human-modified tropical landscape,Agua Salud,,Panama,9.216667,-79.783333
63,10945,"Variation in stand structure, light and seedling abundance across a tropical moist forest chronosequence, Panama",Barro Colorado Island,,Panama,9.15,-79.85
64,10946,"Patterns and correlates of tropical dry forest structure and composition in a highly replicated chronosequence in Yucatan, Mexico",Yucat‡n,Yucatan,Mexico,20.089444,-89.495833
140,10949,Spatial Dynamics of Forest Recovery after Swidden Cultivation in the Atlantic Forest of Southern Bahia,Serra do Conduru,Bahia,Brazil,-14.416667,-39.083333
66,10951,Changes in tree and liana communities along a successional gradient in a tropical dry forest in south-eastern Brazil,Mata Seca,Minas Gerais,Brazil,-14.841667,-43.975
2350,10965,Fuelwood resources and forest regeneration on Fallow Land in Uganda,Kibale National Park,Kamwenge,Uganda,0.616667,30.425
3716,10966,"Secondary succession following slash and burn agriculture in northeastern India. 1. Biomass, litterfall and productivity.",Northeast India fallow field chronosequence,Meghalaya,India,26,91.083333
274,10968,Succession and nutrient dynamics following forest cutting and burning in Amazonia,Rio Negro age sequence,,Venezuela,1.933333,-67.05
277,10969,Abandoned pastures in Eastern Amazonia. 1. Patterns of plant succession.,Paragominas,Para,Brazil,-3,-47.5
363,10971,Biomass and carbon accumulation in a fire chronosequence of a seasonally dry tropical forest,El Eden Ecological Reserve fire chronosequence,Quintana Roo,Mexico,21.2,-87.183333
13901,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Pitahaya,Guanacaste,Costa Rica,10.8732,-85.5788
13902,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Bebedero,Guanacaste,Costa Rica,10.8883,-85.6
13903,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Pocosol,Guanacaste,Costa Rica,10.8889,-85.6004
13904,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Mal Uso,Guanacaste,Costa Rica,10.847,-85.6143
13905,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Casita,Guanacaste,Costa Rica,10.8757,-85.5853
13906,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Deep Throat,Guanacaste,Costa Rica,10.8266,-85.6134
13907,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Firebreaks,Guanacaste,Costa Rica,10.8705,-85.5946
13908,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Principe,Guanacaste,Costa Rica,10.8533,-85.6081
13909,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Naranjo,Guanacaste,Costa Rica,10.7992,-85.6485
13910,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Buen Uso,Guanacaste,Costa Rica,10.8393,-85.6152
13911,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,El Pozo,Guanacaste,Costa Rica,10.8375,-85.6147
13912,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Downey,San Jose,Costa Rica,9.8586,-84.5241
13913,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Valle Azul,Puntarenas,Costa Rica,9.7793,-84.9552
13914,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Caballos,San Jose,Costa Rica,9.8446,-84.5281
13915,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Divino,Puntarenas,Costa Rica,9.7876,-84.9392
13916,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Iguana,San Jose,Costa Rica,9.8451,-84.5292
13917,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Quesera,Puntarenas,Costa Rica,9.8019,-84.9051
13918,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Dubya,San Jose,Costa Rica,9.8397,-84.5478
13919,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,El Tanque,Puntarenas,Costa Rica,9.7908,-84.9244
13920,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Santa Teresa,Puntarenas,Costa Rica,9.7855,-84.9498
13921,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Chonco,San Jose,Costa Rica,9.8401,-84.5403
13922,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Yucal,Puntarenas,Costa Rica,9.7725,-84.6183
13923,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Chupadero,Puntarenas,Costa Rica,9.7761,-84.618
13924,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Lapas,Puntarenas,Costa Rica,9.7792,-84.6058
13925,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Hotel,Puntarenas,Costa Rica,9.7601,-84.6145
13926,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Luciano,Puntarenas,Costa Rica,9.7713,-84.614
13927,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Cano,Heredia,Costa Rica,10.4214,-84.1618
13928,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,SAT 900,Heredia,Costa Rica,10.4315,-84.0205
13929,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Con Permiso,Alajuela,Costa Rica,10.4556,-84.1763
13930,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,SAT 1000,Heredia,Costa Rica,10.4319,-84.0218
13931,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Pao,Heredia,Costa Rica,10.431,-84.0157
13932,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Cascada,Heredia,Costa Rica,10.3948,-83.9868
13933,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Sabalo,Heredia,Costa Rica,10.4165,-84.0029
13934,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,SHO 750,Heredia,Costa Rica,10.417,-84.0036
13935,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Terciopelo,Heredia,Costa Rica,10.427,-84.095
13936,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,TUVA,Puntarenas,Costa Rica,8.4055,-83.3398
13937,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Culebra,Heredia,Costa Rica,10.4248,-84.0965
13938,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,La Huerta,Puntarenas,Costa Rica,8.4086,-83.3363
13939,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Don Juan,Heredia,Costa Rica,10.4553,-84.0665
13940,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Tirimbina,Heredia,Costa Rica,10.4025,-84.1125
13941,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Piro,Puntarenas,Costa Rica,8.4055,-83.3408
13942,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Pumilio,Heredia,Costa Rica,10.506,-84.0561
13943,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,4 Rios,Heredia,Costa Rica,10.3888,-84.1327
13944,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Caliente,Puntarenas,Costa Rica,8.4053,-83.3372
13945,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Palma Real,Puntarenas,Costa Rica,8.3961,-83.3374
13946,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Volcan,Heredia,Costa Rica,10.2811,-84.1483
13947,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Virgen Maria,Heredia,Costa Rica,10.2822,-84.1502
13948,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Aleman,Alajuela,Costa Rica,10.3019,-84.7408
13949,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Cornelio,Alajuela,Costa Rica,10.297,-84.7515
13950,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Milpa,Alajuela,Costa Rica,10.2865,-84.1761
13951,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Dos Ases,Alajuela,Costa Rica,10.2975,-84.7621
13952,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Cambronero,Alajuela,Costa Rica,10.2989,-84.7665
13953,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Hondura,Alajuela,Costa Rica,10.2844,-84.1757
13954,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Vargas,Alajuela,Costa Rica,10.2981,-84.7684
13955,10972,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,Kraven S.A.,Heredia,Costa Rica,10.2652,-84.1565
68,11064,Secondary succession and indigenous management in semideciduous forest fallows of the Amazon basin,Salvatierra,Santa Cruz,Bolivia,-15.502222,-63.025833
2362,11079,Evidence for a recent increase in forest growth,Smithsonian Environmental Research Center,Maryland,United States,38.883333,-76.55
2414,11093,"A rainforest chronicle: a 30-year record of change in structure and composition at El Verde, Puerto Rico.",Luquillo Experimental Forest,Puerto Rico,United States,18.3,-65.833333
6901,11101,Above-ground biomass accumulation along a 230-year chronosequence in the southern portion of the Canadian boreal forest.,Lake Duparquet chronosequence,Quebec,Canada,48.5,-79.333333
3641,11107,"Density, biomass, productivity, and nutrient-cycling changes during stand development in wave-regenerated balsam fir forests",Wave-regenerated Balsam Fir chronosequence,New York,United States,44.366667,-73.9
6902,11110,"Aboveground biomass and nutrient accumulation in an age sequence of aspens (Populus tremuloides) stands in the boreal white and black spruce zone, British Columbia.",Dawson Creek Forest District age sequence,British Columbia,Canada,55.48,-120.18
278,11111,"Biomass and nutrient content in two successional stages of tropical wet forest in Uxpanapa, Mexico.",Acahual,Veracruz,Mexico,17.291667,-94.583333
3800,11120,"Interactions between soil development, vegetation and soil fauna during spontaneous succession in post mining sites",Sokolov,,Czech Republic,50.236401,12.690561
67,11149,Effects of climate and stand age on annual tree dynamics in tropical second growth rain forests,Sarapiqui (Chazdon),,Costa Rica,10.43,-83.98
2037,11166,Biomass production and carbon sequestration in a fertile silver birch forest chronosequence,J_rvselja,Tartu,Estonia,58.25,27.266667
2039,11166,Biomass production and carbon sequestration in a fertile silver birch forest chronosequence,Kambja,Polva,Estonia,58.05,27.016667
2040,11166,Biomass production and carbon sequestration in a fertile silver birch forest chronosequence,Kooraste 1,Pskov,Estonia,57.983333,29.666667
2042,11166,Biomass production and carbon sequestration in a fertile silver birch forest chronosequence,Alatskivi 2,Tartu,Estonia,58.616667,27.033333
2043,11166,Biomass production and carbon sequestration in a fertile silver birch forest chronosequence,Erastvere,Gulbene,Estonia,57.133333,26.933333
175,11189,"Almacenamiento de Carbono en el suelo y la biomasa arb—rea en sistemas de usos de la tierra en paisajes ganaderos de Colombia, Costa Rica y Nicaragua",Matiguas,,Nicaragua,12.833333,-85.45
209,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Cameroon 1,,Cameroon,2.59,11.03
210,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Cameroon 2,,Cameroon,2.42,11.25
211,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Cameroon 4,,Cameroon,3.93,11.57
212,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Cameroon 3,,Cameroon,4.24,11.26
226,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Brazil 3,,Brazil,-10.01,-67.09
227,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Brazil 2,,Brazil,-10.13,-62.23
229,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Brazil 1,,Brazil,-10.06,-62.11
3956,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Cameroon 5,,Cameroon,3.61,11.61
3957,11204,Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,ASB Cameroon 6,,Cameroon,3.3,11.79
277,11231,Abandoned pastures in eastern Amazonia II. Nutrient stocks in the soil and vegetation,Paragominas,Para,Brazil,-3,-47.5
255,11253,Mineral nutrient immobilization under forest and grass fallow in the Yangambi (Belgian Congo) region with some preliminary results on the decomposition of plant material on the forest floor,Yangambi,Orientale,Democratic Republic of Congo,0.77,24.44
283,11256,Total carbon accumulation in a tropical forest landscape,Porce II chronosequence 2,Antioquia,Colombia,6.760278,-75.107778
307,11257,Biomass and Net Primary Production of Central Amazonian Floodplain Forests,Mamiraua Sustainable Development Reserve,Amazonas,Brazil,-2.799934,-64.88
309,11258,"Vegetation stands structure and aboveground biomass after the shifting cultivation practices of Karo People in Leuser Ecosystem, North Sumatra",Leuser Ecosystem chronosequence,North Sumatra,Indonesia,3.789,97.872
342,11269,Wood-fuel yields in short-rotation coppice growth in the north Sudan savanna in Burkina Faso,Tiogo T13,Sanguie,Burkina Faso,12.263288,-2.761648
343,11269,Wood-fuel yields in short-rotation coppice growth in the north Sudan savanna in Burkina Faso,Gonse (G10/G5),Kadiogo,Burkina Faso,12.3994,-1.3
344,11269,Wood-fuel yields in short-rotation coppice growth in the north Sudan savanna in Burkina Faso,Sa S14,Mouhoun,Burkina Faso,12.65,-3.28
345,11269,Wood-fuel yields in short-rotation coppice growth in the north Sudan savanna in Burkina Faso,Bissiga B12,Oubritenga,Burkina Faso,12.6833,-1.17
346,11269,Wood-fuel yields in short-rotation coppice growth in the north Sudan savanna in Burkina Faso,Yabo Y13,Sanmatenga,Burkina Faso,13,-1.5
3793,11282,Stand and soil changes along a Mountain Hemlock death and regrowth sequence,Waldo Lake (cool dry),Oregon,United States,43.5,-122
3528,11293,"Recovery Process of Fallow Vegetation in the Traditional Karen Swidden Cultivation System in the Bago Mountain Range, Myanmar",S village Karen area swidden cultivation fallow chronosequence,Bago,Myanmar,18.866667,95.883333
2396,11295,The legacy of harvest and fire on ecosystem carbon storage in a north temperate forest,UMBS harvest and fire chronosequence,Michigan,United States,45.591667,-84.716667
2393,11300,Biomass distribution and above-and below-ground production in young and mature Abies amabilis zone ecosystems of the Washington Cascades,Oregon Cascades 2 (cool temperate montane),Oregon,United States,44,-122.5
3903,11302,Nutrient cycling in Pinus sylvestris stands in eastern Finland,Mekrijarvi Research Station,North Carelia,Finland,62.783333,30.966667
2391,11305,Forest ecosystem carbon and nitrogen accumulation during the first century after agricultural abandonment,Scituate Watershed,Rhode Island,United States,41.8,-71.62
274,11312,Fire in the Venezuelan Amazon 1: Fuel Biomass and Fire Chemistry in the Evergreen Rainforest of Venezuela,San Carlos de Rio Negro abandoned slash-and-burn plots,,Venezuela,1.933333,-67.05
2250,11319,Carbon storage and fluxes in ponderosa pine forests at different developmental stages,Y site,Oregon,United States,44.433333,-121.566667
2218,11321,Effects of tree density and stand age on carbon allocation patterns in postfire lodgepole pine,Yellowstone National Park - moderate density young,Wyoming,United States,44.362917,-110.720625
2219,11321,Effects of tree density and stand age on carbon allocation patterns in postfire lodgepole pine,Yellowstone National Park - high density young,Wyoming,United States,44.576667,-110.787708
13977,11321,Effects of tree density and stand age on carbon allocation patterns in postfire lodgepole pine,Yellowstone National Park - low density young,Wyoming,United States,44.451736,-110.639028
2206,11323,"Annual soil respiration in broadleaf forests of northern Wisconsin: influence of moisture and site biological, chemical, and physical characteristics",Willow Creek,Wisconsin,United States,45.8,-90.116667
3518,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 4,Michigan,United States,44.466667,-84.333333
3543,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 52,Michigan,United States,44.55,-84.35
3591,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 12,Michigan,United States,44.716667,-84.483333
3604,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 1,Michigan,United States,44.516667,-84.266667
3624,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 22,Michigan,United States,44.6,-84.05
3704,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 72,Michigan,United States,44.566667,-84.4
3733,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 14,Michigan,United States,44.45,-84.266667
3743,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 36,Michigan,United States,44.433333,-84.233333
3772,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 7,Michigan,United States,44.5,-84.3
3815,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 2,Michigan,United States,44.6,-84
3825,11346,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,Wildfire-regenerating Jack Pine Chronosequence 27,Michigan,United States,44.716667,-84.416667
2021,11360,"Deforestation, Fire Susceptibility, and Potential Tree Responses to Fire in the Eastern Amazon",Fazenda Vitoria 2,Para,Brazil,-2.916667,-47.566667
2025,11366,Fire and site type effects on the long-term carbon and nitrogen balance in pristine Siberian Scots pine forests,Yenisei River,Siberia,Russia,60.716667,89.133333
2028,11369,The vertical and horizontal distribution of roots in northern hardwood stands of varying age. ,Bartlett Forest H6/H4,New Hampshire,United States,44.133333,-71.283333
2029,11369,The vertical and horizontal distribution of roots in northern hardwood stands of varying age. ,Bartlett Forest M6,New Hampshire,United States,43.983333,-71.416667
2030,11369,The vertical and horizontal distribution of roots in northern hardwood stands of varying age. ,Bartlett Forest  M5,New Hampshire,United States,44.133333,-71.233333
2031,11369,The vertical and horizontal distribution of roots in northern hardwood stands of varying age. ,Bartlett Forest T30,New Hampshire,United States,44.05,-71.233611
2032,11369,The vertical and horizontal distribution of roots in northern hardwood stands of varying age. ,Bartlett Forest H1,New Hampshire,United States,44.133333,-71.266667
2398,11408,Cheap carbon and biodiversity co-benefits from forest regeneration in a hotspot of endemism,Western Andes,NA,Colombia,5.5199,-76.049433
3958,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 9,,China,28.7,105.95
3959,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 10,,China,28.62,105.99
3960,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 11,,China,28.7,105.99
3961,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 12,,China,28.43,106.03
3962,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 13,,China,28.57,106.15
3963,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 14,,China,28.62,106.16
3964,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 15,,China,28.65,106.16
3965,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 16,,China,28.53,106.2
3966,11419,Productivity as related to diversity and age in planted versus natural forests,Chishui Guizhou 17,,China,28.57,106.2
3967,11419,Productivity as related to diversity and age in planted versus natural forests,Chongli Hebei,,China,40.9,115.2
3968,11419,Productivity as related to diversity and age in planted versus natural forests,Chuoer Inner Mongolia,,China,48.4,121.4
3969,11419,Productivity as related to diversity and age in planted versus natural forests,Congjiang Guizhou 1,,China,25.62,108.29
3970,11419,Productivity as related to diversity and age in planted versus natural forests,Congjiang Guizhou 2,,China,25.58,108.33
3971,11419,Productivity as related to diversity and age in planted versus natural forests,Congjiang Guizhou 3,,China,25.5,108.45
3972,11419,Productivity as related to diversity and age in planted versus natural forests,Congjiang Guizhou 4,,China,25.9,108.88
3973,11419,Productivity as related to diversity and age in planted versus natural forests,Dabie mountain Anhui,,China,31,116.1
3974,11419,Productivity as related to diversity and age in planted versus natural forests,Dafang Guizhou,,China,26.98,105.29
3975,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 1,,China,25.58,99.38
3976,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 2,,China,25.28,99.5
3977,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 3,,China,25.72,99.5
3978,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 4,,China,25.43,99.62
3979,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 5,,China,25.58,99.62
3980,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 6,,China,25.15,99.67
3981,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 7,,China,25.28,99.68
3982,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 8,,China,25.43,99.68
3983,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 9,,China,25.28,99.73
3984,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 10,,China,25.37,99.74
3985,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 11,,China,25.43,99.74
3986,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 12,,China,25.58,99.74
3987,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 13,,China,25.28,99.79
3988,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 14,,China,25.28,99.85
3989,11419,Productivity as related to diversity and age in planted versus natural forests,Dali Yunnan 15,,China,25.65,100.16
3990,11419,Productivity as related to diversity and age in planted versus natural forests,Dangyang Hubei,,China,30.8,111.7
3991,11419,Productivity as related to diversity and age in planted versus natural forests,Danzhai Guizhou 1,,China,26.27,107.93
3992,11419,Productivity as related to diversity and age in planted versus natural forests,Danzhai Guizhou 2,,China,26.2,107.97
3993,11419,Productivity as related to diversity and age in planted versus natural forests,Danzhai Guizhou 3,,China,26.27,107.97
3994,11419,Productivity as related to diversity and age in planted versus natural forests,Danzhai Guizhou 4,,China,26.3,107.97
3995,11419,Productivity as related to diversity and age in planted versus natural forests,Danzhai Guizhou 5,,China,26.23,108
3996,11419,Productivity as related to diversity and age in planted versus natural forests,Danzhai Guizhou 6,,China,26.12,108.08
3997,11419,Productivity as related to diversity and age in planted versus natural forests,Dao Hunan,,China,25.5,111.5
3998,11419,Productivity as related to diversity and age in planted versus natural forests,Daozhen Guizhou 1,,China,29.22,107.44
3999,11419,Productivity as related to diversity and age in planted versus natural forests,Daozhen Guizhou 2,,China,28.97,107.55
4000,11419,Productivity as related to diversity and age in planted versus natural forests,Daozhen Guizhou 3,,China,29.15,107.56
4001,11419,Productivity as related to diversity and age in planted versus natural forests,Daozhen Guizhou 4,,China,29.18,107.56
4002,11419,Productivity as related to diversity and age in planted versus natural forests,Daozhen Guizhou 5,,China,28.9,107.76
4003,11419,Productivity as related to diversity and age in planted versus natural forests,Daozhen Guizhou 6,,China,28.97,107.8
4004,11419,Productivity as related to diversity and age in planted versus natural forests,Daozhi Guizhou,,China,28.68,107.71
4005,11419,Productivity as related to diversity and age in planted versus natural forests,Datian Fujian,,China,25.8,117.5
4006,11419,Productivity as related to diversity and age in planted versus natural forests,Dayong Hunan,,China,29.1,110.4
4007,11419,Productivity as related to diversity and age in planted versus natural forests,Debao Guangxi,,China,23.37,106.98
4008,11419,Productivity as related to diversity and age in planted versus natural forests,Deerbuer Inner Mongolia,,China,50.9,121
4009,11419,Productivity as related to diversity and age in planted versus natural forests,Dejiang Guizhou,,China,28.18,108.31
4010,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 1,,China,28.1,98.78
4011,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 2,,China,28.62,98.9
4012,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 3,,China,28.1,98.96
4013,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 4,,China,28.75,99.02
4014,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 5,,China,28.9,99.02
4015,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 6,,China,28.25,99.2
4016,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 7,,China,28.32,99.2
4017,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 8,,China,28.62,99.22
4018,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 9,,China,28.18,99.26
4019,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 10,,China,27.75,99.32
4020,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 11,,China,27.82,99.32
4021,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 12,,China,27.75,99.39
4022,11419,Productivity as related to diversity and age in planted versus natural forests,Deqin Yunnan 13,,China,27.82,99.45
